StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q43,Q6,Read,Read Justification,Read Rationale,Build,Build Justification,Build Rationale,Paint,Paint Justification,Paint Rationale,Talk,Talk Justification,Talk Rationale,Zerpie,Zerpie Justification,Zerpie Rationale,Learn,Learn Justification,Learn Rationale,Eat,Eat Justification,Eat Rationale,Dance,Dance Justification,Dance Rationale,Attention Check 1,Attention Check 2,Reflection,Age,Gender,Race,Language,PROLIFIC_PID,ExperimentalSession-Read_DO,ExperimentalSession-Build_DO,ExperimentalSession-Paint_DO,ExperimentalSession-Talk_DO,ExperimentalSession-Zerpie_DO,ExperimentalSession-Learn_DO,ExperimentalSession-Eat_DO,ExperimentalSession-Dance_DO
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Please enter your Prolific ID here:,Were you able to watch and listen to the video?,Which room should Ryan read a book in?,Why did you choose this room?,,Which room should Ryan build a tower in?,Why did you choose this room?,,Which room should Ryan paint a picture in?,Why did you choose this room?,,Which room should Ryan talk to his friend in?,Why did you choose this room?,,Which room should Ryan learn Zerpie in?,Why did you choose this room?,,Which room should Alex learn the letters of the alphabet in?,Why did you choose this room?,,Which room should Ryan eat lunch in?,Why did you choose this room?,,Which room should Ryan dance in?,Why did you choose this room?,,"Based on the following text, what would you say is your favorite animal? There are thousands of possible choices of favorite animals, and your favorite animal may or may not have made this list. Please select Fish so we know you are paying attention.",What is the name of the child in this game?,What do you think this study was about?,What is your age?,What is your gender?,What is your race?,What percentage of time to you speak/hear English?,PROLIFIC_PID,Experimental Session - Read - Display Order,Experimental Session - Build - Display Order,Experimental Session - Paint - Display Order,Experimental Session - Talk - Display Order,Experimental Session - Zerpie - Display Order,Experimental Session - Learn - Display Order,Experimental Session - Eat - Display Order,Experimental Session - Dance - Display Order
9/21/21 20:16,9/21/21 20:33,IP Address,100.14.120.234,100,1078,True,9/21/21 20:34,R_3I4aeeXTlDFeprj,,,,,39.94439697,-75.58750153,anonymous,EN,6148a6735d45b30c0d23c269,Yes,A,People in room A seems to be learned ones so room A is perfect for him ,4,A,"Because it quiet, he can easily build his tower there without distraction. ",1,B,It looks more beautiful and conducive with less noise,1,A,Because there seems to be more friends in room A,1,B,Room B seems perfect because the people there ain't just a bunch of noise makers ,1,B,Room B seems to have more intelligent people that could teach him,4,B,Because room B sounds like a restaurant,1,A,The guys in room A seems to be really catching fun,1,Fish,Ryan,About the best conducive environment experiment can be carried out,31,Male,Native American,98,,Explanation|5|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|15|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 20:20,9/21/21 20:34,IP Address,24.236.193.118,100,838,True,9/21/21 20:34,R_3MhV4V7tI9AVCUP,,,,,42.81230164,-86.14209747,anonymous,EN,6145ff8f6608eb7b8f5245d0,Yes,B,change of view,7,A,I just love A,6,A,I feel comfortable with A,6,A,A look much more friendly,4,A,first come,8,B,I love room B,7,A,room A look very friendly,7,A,she came first that's why,8,Fish,Ryan,wonderful survey,32,Male,African American/Black,63,,Explanation|5|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|20|Paint|Paint Justification,Explanation|25|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 20:21,9/21/21 20:34,IP Address,67.169.241.33,100,788,True,9/21/21 20:34,R_1GxCwLHPuPeRUUk,,,,,40.70370483,-111.8094025,anonymous,EN,6128186088749aabe6082a5c,Yes,A,Sounds seemed just a little bit quieter.,1,A,"It sounded like there was an object that fell on the floor. When kids build towers, they fall over",1,B,Painting is often a quiet and focused activity. Room B was quieter,1,A,It seemed like the quieter room,1,B,"Room B had less noise, quiet is a good environment to learn languages.",1,A,Room A seemed to be the quieter room,1,A,It sounded louder. Cafeterias/eating areas are often loud and talk-friendly,1,B,It sounded like there was a clap. Clapping reminds me of dancing,1,Fish,Ryan,"Whether people judge physical or visual cues for a safer environment. Either the noise coming from the room, or the color of the walls/look of the people.",19,Female,Caucasian/White,100,,Explanation|5|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 20:26,9/21/21 20:34,IP Address,67.177.32.151,100,457,True,9/21/21 20:34,R_umM9zu0DkEl6czD,,,,,41.77589417,-111.8068008,anonymous,EN,6111dcb4cd72b1c14a059eb2,Yes,A,it was less loud,1,A,It seemed quieter in this room,1,B,It seemed more fun,1,B,It seems quieter and calmer. ,1,B,Quieter and more easy to concentrate,1,B,The red room seemed distracting,3,B,"Louder, seems like theres more people to talk to ",1,A,Seems more fun and loud,1,Fish,Ryan,The effect of color or sound determining where we would want to participate in certain activities. ,26,Female,Caucasian/White,100%,,Explanation|10|Read|Read Justification,Explanation|10|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|15|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 20:23,9/21/21 20:35,IP Address,67.198.87.7,100,719,True,9/21/21 20:35,R_33kTCVZyv9QlbYl,,,,,31.5171051,-97.11979675,anonymous,EN,6112d113c9de2bd9a975a882,Yes,B,Room B was quiet so Ryan can focus better when reading ,1,B,"The louder the room, the more kids will be there to accidentally knock over Ryan's tower",1,B,Room B is quiet so Ryan can focus better on painting his picture,1,B,Room B was more quiet,1,A,Room B was too loud,1,B,Room B didn't sound as noisy as room A,1,A,Room A was louder which probably means there were more people to talk to while eating lunch.,1,A,Room A seems more hectic because of the noise so dancing would probably be more tolerated ,1,Fish,Ryan,If people prefer other people around or alone time to do what they want.,20,Female,Caucasian/White,100%,,Explanation|20|Read|Read Justification,Explanation|10|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|25|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 20:18,9/21/21 20:35,IP Address,162.208.75.155,100,982,True,9/21/21 20:35,R_1rkVi0wXRNtHpPQ,,,,,42.45629883,-74.24199677,anonymous,EN,614355559ef877c1614fd1de,Yes,B,It was more quite,1,A,Sounded like something was being built in the room,1,B,Looked more colorful,3,B,It was more quite,1,B,Less noise,1,B,Less noise,1,A,Less noise,1,A,Sounded more lively,1,Fish,Ryan,best learning environment for children,31,Male,African American/Black,100%,,Explanation|15|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|20|Paint|Paint Justification,Explanation|15|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 20:12,9/21/21 20:35,IP Address,47.23.35.26,100,1368,True,9/21/21 20:35,R_2S1vQUlGXacy0q1,,,,,40.94259644,-73.11160278,anonymous,EN,61423ab4ee7fbae0ed027696,Yes,B,The student who opened the door for Ryna dressed in a more polite manner.,4,A,Room A had less noise which would help Ryan to concentrate on is tower building.,1,B,Room B had a lesser noise compare to Room A,1,B,The girl in the room B seems religious and open to saying the truth that wouldn't hurt Ryan,4,A,"Room A had less noise, which would aid for better for concentration.",1,B,The room B was more quiet than that of room A,1,B,Room B had a lesser noise ,1,B,The noise in room B was already similar to that played in a dance.,1,Fish,Ryan,I think the study was about navigating the best environment for kids to feel safe and perform task with an high percent of output,38,Female,Caucasian/White,100,,Explanation|25|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 20:29,9/21/21 20:35,IP Address,174.49.43.72,100,405,True,9/21/21 20:35,R_2qDGkH9QvmhRHFg,,,,,36.17230225,-86.66079712,anonymous,EN,6148faccabca211050a451f5,Yes,B,It is quieter,1,B,"Less crashing noises, so his tower would stay upright",1,B,Her outfit was cuter,4,A,I like the color pink,3,B,It is quieter so he can focus better,1,B,She looks like Peppermint Patty from Peanuts,4,A,The room was quieter,1,A,There was some percussion playing for dancing,1,Fish,Ryan,biases,22,Female,Caucasian/White,100%,,Explanation|25|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|15|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 20:20,9/21/21 20:36,IP Address,97.103.239.235,100,962,True,9/21/21 20:36,R_3no71Mxjb4kfsRa,,,,,28.37739563,-81.188797,anonymous,EN,5e604cc7c7c9ca392fc82f8d,Yes,A,Because I trusted more in an adult woman,4,B,The girl looks smarter,4,B,Because she is black like me,2,B,The girl looks like more a next door girl than the muslim girl,4,A,Because it did not sound that the girl was speaking English ,7,B,The blond girl sounds smarter ,4,A,She is black like me,2,B,The girl looks more reliable ,4,Fish,Ryan,About the choices that Ryan should make ,40,Female,African American/Black,100,,Explanation|10|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 20:28,9/21/21 20:36,IP Address,97.113.158.152,100,471,True,9/21/21 20:36,R_r8sCQ9W51B9Si0F,,,,,47.58340454,-122.2978973,anonymous,EN,5fb19a73279aed695b64189b,Yes,B,Room B sounded quieter and less chaotic than room A,1,B,Room B sounds a place where you could find more playmates for playing with blocks,1,B,It will be easier to focus on painting in Room B,1,B,It would be easier to hear your friend in room B,1,B,Room B is quieter and will be a better environment for learning,1,B,Room B is quieter and better for learning,1,A,"Both rooms sounded like a decent place to eat, but room A was slightly quieter",1,A,It will be easier to hear Ryan's music in Room A,1,Fish,Ryan,How noise levels affect decision making regarding tasks.,20,Non-binary / third gender,Caucasian/White,99,,Explanation|25|Read|Read Justification,Explanation|10|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|15|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|5|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 20:29,9/21/21 20:39,IP Address,2.53.26.163,100,612,True,9/21/21 20:39,R_3MRoTbq5LoYDrud,,,,,32.06660461,34.76519775,anonymous,EN,5cffd1ad484b5b0017924e4d,Yes,A,Seems a little quieter,1,B,More quiet,1,B,random ,6,A,Quiet,1,A,I have no preference,6,B,I see no difference,6,A,No reason,6,B,More people more fun,1,Fish,Ryan,Racial perception,37,Male,Caucasian/White,90,,Explanation|10|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|5|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 20:31,9/21/21 20:39,IP Address,128.12.122.115,100,516,True,9/21/21 20:39,R_BwZUyysdzC9QWS5,,,,,37.42300415,-122.1638947,anonymous,EN,56e5b167b2093a000b4f1345,Yes,A,easier to focus,1,A,It seemed more organized (less background noise).,1,B,Less noise so it's easier to focus,1,B,"Other people are already talking, so it will be less disruptive to others.",1,B,less background noise,1,A,less background noise,1,A,"louder room, so his actions will be less disruptive to others",1,B,less disruptive to others in the room,1,Fish,Ryan,if someone prioritizes their own needs over others' needs,28,Female,Caucasian/White,95,,Explanation|10|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 20:20,9/21/21 20:42,IP Address,73.71.180.34,100,1317,True,9/21/21 20:42,R_3NQWT5XrEu5iXkw,,,,,34.62089539,-120.1921997,anonymous,EN,5a1e5764074b1900012532c2,Yes,B,The other room sounded too loud to concentrate on reading.,1,A,Room A seemed like a more fun room to build tower because of the sounds coming from it and the character speaking.,1,A,The character looked more fun ,4,B,Room A was too quiet . Room B sounded more inviting.,1,A,The room color and character was more inviting.,3,A,Room A seemed better because Room B sounded too loud.,1,B,I liked the energy of the character better ,4,B,The character and sounds made it a better option.,1,Fish,Ryan,To predict what kids would like.,28,Female,Caucasian/White,100,,Explanation|20|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 20:35,9/21/21 20:43,IP Address,74.219.17.74,100,463,True,9/21/21 20:43,R_2VmSUDv4V7ItaNe,,,,,35.9151001,-79.09719849,anonymous,EN,6109e2c1d120c0a02f29c80a,Yes,B,It's quieter,1,A,I wanted to,6,A,Because I chose B last time,6,A,Sounds like there are people in A,1,B,intuitively did,6,A,Like the vibe of A,7,B,More lively ,1,A,Seems more fun,7,Fish,Ryan,implicit bias,19,Female,Caucasian/White,99%,,Explanation|15|Read|Read Justification,Explanation|10|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|25|Talk|Talk Justification,Explanation|10|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 20:07,9/21/21 20:43,IP Address,70.185.224.221,100,2150,True,9/21/21 20:43,R_7QVGNkkc6nf2bfz,,,,,36.17500305,-95.91600037,anonymous,EN,6121ea2a55a631e55856cdff,Yes,B,both room are noise able but room B is quite less noise able that's why i choice ROOM B ,1,B,room a is so noiseable.so many child doing work or talking this room .that is why i choice room B,1,B,this is less noise able .that's why,1,A,this room is clam and peace. That's why i choice room A,1,A,room A is clam and quite peace .this room is perfect to learn zerpie .that's why i choice room A,1,A,Room a clam and peaceable. That's why i choice room a,1,B,so many people have room A.i think room b is prefect for doing lunch. That's why i choice room B,1,A,"so many friend have room A .if  all friends that dance together, stay together that's why i choice room A",1,Fish,Ryan,ryan how doing there daily activities or work .ryan why room is perfcet for doing this activities ,43,Male,Caucasian/White,100%,,Explanation|15|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|20|Dance|Dance Justification
9/21/21 20:22,9/21/21 20:43,IP Address,71.250.239.229,100,1236,True,9/21/21 20:43,R_2zjympmujeUwg3k,,,,,40.7118988,-74.22029877,anonymous,EN,60f60a343cbe0443fdb2c018,Yes,A,I'd concentrate more in Room A because it's less noisy,1,A,I'd be very interactive with my friend in ROom A,1,B,"I'm postive i won't conentrate in Room A, It's noisy",1,B,I didn't like the color of room A,3,B,I'd be more comfortable in Room B,7,B,I heard other kids learning in Room B,1,A,I feel drawn to Room A,6,B,The girl in Room B sounded more Fun,4,Fish,Ryan,Paying Attention and Racial preference,36,Male,Caucasian/White,100,,Explanation|10|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|10|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 20:35,9/21/21 20:45,IP Address,73.159.105.3,100,623,True,9/21/21 20:45,R_DpZIHMVqAWgDhrr,,,,,41.74920654,-70.06990051,anonymous,EN,60ff2b1fd8d4a5180be66087,Yes,B,Because this room was much quieter.,1,A,He can build a tower with the help of multiple people in Room A. Might be more fun with more people!,1,A,The noise in this room makes me think people would be excited to engage with and help Ryan.,1,B,The person who opened the door looks young so it might be fun to talk to a friend with other young people around.,4,A,It is a quieter room to learn a new language in,1,A,This room is quieter and perhaps Ryan wants to learn with the direct guidance of one person rather than be crammed into a room with multiple people.,1,B,He can enjoy lunch with multiple people in this room.,1,B,Because the woman in this room seems more excited by the prospect of him dancing there.,4,Fish,Ryan,Maybe something about implicit bias about the people opening the door?,23,Female,Caucasian/White,100%,,Explanation|20|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|10|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|5|Dance|Dance Justification
9/21/21 20:38,9/21/21 20:47,IP Address,71.49.237.241,100,527,True,9/21/21 20:47,R_1jkwlUbpzviYUbp,,,,,29.06930542,-82.21430206,anonymous,EN,60fcec61a79703efbb2a8f94,Yes,B,room b was quieter,1,B,room b was quieter,1,B,"although both rooms were noisy, room b was relatively quieter",1,A,room a was quieter than room b,1,B,room a was noisy,1,A,room b had loud background noise,1,B,room b was quieter,1,A,"room a seems to have a better atmosphere for dancing to loud music, ryan might disrupt those trying to be quiet in room b",1,Fish,Ryan,desirable atmosphere for completing tasks,26,Non-binary / third gender,Caucasian/White,100,,Explanation|15|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 20:37,9/21/21 20:47,IP Address,71.238.61.103,100,583,True,9/21/21 20:47,R_1kZDKqcZfK6CeX9,,,,,44.86579895,-123.0467987,anonymous,EN,60fcfe92b4c282d628f6fecf,Yes,B,"Less going on in room B, making it easier to focus on reading ",1,B,Room B sounded more playful,1,A,"Room A seemed less loud, allowing him to concentrate ",1,A,Room A sounded like more kids were talking ,1,B,Both rooms were similar but room B felt more welcoming to learn a new language ,7,A,Room B has too many distractions ,1,B,Room B had more noise and sounded happier for a lunch break ,1,B,Room B seemed more lively ,1,Fish,Ryan,Which room sounds more welcoming ,27,Female,Caucasian/White,90%,,Explanation|15|Read|Read Justification,Explanation|10|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 20:35,9/21/21 20:47,IP Address,199.18.236.21,100,744,True,9/21/21 20:47,R_2pLzsMZcn4TVQWc,,,,,40.91650391,-81.11740112,anonymous,EN,61429fb4f7e4411e1eb7286b,Yes,B,"People tend to enjoy reading in quieter settings, and this room sounded like it has less commotion going on.",1,B,"I heard kids playing in the background, and building towers with blocks is typically something that kids do when they are playing.",1,A,"Once again, Room A seems to be calmer, and I feel like Ryan can focus more on painting his picture in a room with less distractions. ",1,B,"Room B seems much calmer, so it will be easier to talk to his friend there. He won't struggle to hear what his friend is saying and vice versa.",1,A,"There sounds like there are more people in Room A, so he will be able to practice the language with more people. ",1,A,"It sounds like there are less distractions in Room A, and I feel like Ryan will be able to learn better with less distractions. ",1,A,Room A sounds more relaxed and peaceful than Room B. Most people prefer to relax when they eat.,1,B,Room B sounds like it has more people in it and they are having fun. I associate dancing with having fun.,1,Fish,Ryan,I think it was about seeing what settings kids would choose to do certain things in. ,20,Male,Caucasian/White,100%,,Explanation|15|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|25|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 20:41,9/21/21 20:47,IP Address,68.160.218.158,100,397,True,9/21/21 20:47,R_3oC7U1Va5jreGti,,,,,40.67399597,-73.9701004,anonymous,EN,60ff3b9c2ee3075df7c5be04,Yes,A,no preference,6,A,no preference,6,B,it is quieter,1,B,it is quieter,1,B,quieter,1,B,quieter,1,A,quieter,1,B,louder and more active,1,Fish,Ryan,choices made based on attention needed for certain activities,21,Female,Caucasian/White,100%,,Explanation|5|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|15|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 20:37,9/21/21 20:48,IP Address,98.176.168.92,100,688,True,9/21/21 20:48,R_Xi8cqaxdMxLZUBP,,,,,33.13659668,-117.0610962,anonymous,EN,60fd028be1a93c04ec9d7048,Yes,B,more quiet and seemed he could focus on reading,1,A,there was less noise and seemed like he could concentrate more or not get his tower knocked down,1,A,I liked the purple room,3,A,room seemed more talkative ,1,B,sounded like there were more people and maybe he could practice learning the language with someone else,1,B,sounded like there wasn't a lot of playing with toys and more kid interacting with each other ,1,B,sounded more like a lunch break than room A. Room A sounded like they were still in class,1,A,it is louder and seems to have more people in it,1,Fish,Ryan,sound compared to learning or interaction,27,Female,Hispanic/Latinx,80%,,Explanation|25|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|25|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|20|Dance|Dance Justification
9/21/21 20:38,9/21/21 20:48,IP Address,47.41.134.109,100,599,True,9/21/21 20:48,R_WpzCKUYu2trcfx7,,,,,43.06840515,-89.4292984,anonymous,EN,61043653374ba33614c1fc8f,Yes,A,"Both rooms sounded loud, but A sounded a little quieter. Ryan would be able to focus on his book more.",1,A,Room A seemed like it had a better and more playful vibe.,1,B,"There were less noise in Room B, so Ryan would be able to focus on painting a picture.",1,A,"Both rooms seemed to be the same loudness/have the same amount of people, so Ryan could've gone into either, so I just picked A.",1,B,Room B seemed quieter.,1,A,Room A sounded quieter.,1,B,"There was noise, so I assumed that it was lunch time and Ryan could eat with other people. ",1,B,"Because it was quieter, Ryan would be able to hear his song and be able to dance to it.",1,Fish,Ryan,Preferences on sound and activities or unconscious bias towards the people who spoke about the rooms.,21,Female,"African American/Black,Caucasian/White",100%,,Explanation|10|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|20|Dance|Dance Justification
9/21/21 20:39,9/21/21 20:49,IP Address,24.117.103.2,100,572,True,9/21/21 20:49,R_3mksGbyWLO6kgDf,,,,,34.49809265,-110.081398,anonymous,EN,59eb4fb0d838ae0001850e4f,Yes,A,i only had two choices,6,B,sounded better,1,B,better room ,6,B,more familiar,7,B,better room,6,B,better room ,6,B,it was better,6,A,better room ,6,Fish,Ryan,to see how racist people are and see how much they openly discriminate against people of color.,33,Male,Caucasian/White,100,,Explanation|10|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 20:42,9/21/21 20:49,IP Address,73.176.217.40,100,422,True,9/21/21 20:49,R_3FXLlR1bwVu490F,,,,,41.94090271,-87.65319824,anonymous,EN,614957aca2f21f35ef8f95b6,Yes,B,It seemed quieter,1,A,The rooms seemed equal and I had to pick one,6,B,"Once again, they seemed equal and I had to pick one",6,A,It also seemed quieter,1,B,"It is quieter, so he can clearly hear his friend pronouncing the new language.",1,B,It seemed quieter,1,B,There seem to be more kids in this room to eat with.,1,A,"This room has more people in it, dancing is a social activity.",1,Fish,Ryan,"The level of noise in each room and how some activities are social, but some are better done solo/in quieter environments.",25,Male,Caucasian/White,100,,Explanation|5|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|5|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 20:12,9/21/21 20:50,IP Address,68.6.202.169,100,2281,True,9/21/21 20:50,R_33rTPLPyjgUhAI1,,,,,32.72459412,-117.2257996,anonymous,EN,61398393dd969f4db1cb95d6,Yes,B,"The tone of the teacher's voice seemed more inviting, the green color seemed inviting as well. Funnily she seemed less ""business woman"" in this one compared to the previous scene.",4,A,"Even though room A had the color Blue, and I prefer the color Red, the woman in the blue room seemed to appear more inviting, the woman in the red room seemed to look more of a businesswoman-esque rather than the blue room woman who had more ""teacher"" vibes.",4,B,"The woman seemed to have a softer tone about her voice. I don't want this sounding racist, this is strictly an observational statement, just trying to provide real data...but the color combo of the woman in Room A and the background color seemed harder on the eyes, I was not able to easily see the definition of the teacher from room A because of the purple background. The background made it hard to get an accurate read on the physical emotion ie inviting, cold, happy, sad, etc from room A.  ",4,A,Room A had a much quieter setting. Room B had a lot of background noise so seemed a less desirable environment to have a 1 on 1 conversation.,1,B,"The woman in room B seemed friendly, relaxed and inviting. ",4,B,The person in room B seemed more animated and more engaging,4,A,"I chose room A because it was a lot quieter and personally enjoy quieter environments. The tone and color combo of both rooms were equal, so I used the background noise as my determining factor.",1,A,"I chose room A just because in all honesty the woman in room B looked a little frightening. Room B did have the background noise as well, I'm not sure if this was intended to be in the study or not, but it could definitely have an impact (intended or not) on responses. ",1,Fish,Ryan,"I think it was actually designed around racial biases/physical stereotypes, my secondary guess on what the study was about is how voice, tone, volume can affect perceptions. I'd love to hear what is was actually about, I may have taken this study way too literally but I hope it has helped you!",28,Male,Caucasian/White,"99%, 1% I hear some Spanish at work :)",,Explanation|5|Read|Read Justification,Explanation|10|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 20:09,9/21/21 20:50,IP Address,47.145.133.155,100,2461,True,9/21/21 20:50,R_2aQPouMYg7jCbDy,,,,,34.0861969,-117.9640961,anonymous,EN,613d38759b0656ef03ff0e81,Yes,B,he should read in this room because it is quite in it ,1,A,it is calmer ,1,B,it will fun painting in this room,7,B,his friends are likely to be in this room,7,B,he should learn zerpie in this room to prevent or reduce distra,1,B,it is not really noisy in the room,1,A,it will be fun eating in the room,6,B,it is better because there are more people in the room,1,Fish,Ryan,i think it is about people choice about where to carry out a task ,27,Male,African American/Black,100,,Explanation|25|Read|Read Justification,Explanation|10|Build|Build Justification,Explanation|20|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
